program_name,provider,service,short_description
k8s_rbac_cluster_admin_role_bound,Kubernetes,RBAC,Checks if cluster-admin role is bound to users or groups
k8s_rbac_wildcard_access_detected,Kubernetes,RBAC,Detects wildcard (*) permissions in RBAC rules
k8s_rbac_binding_to_system_users_detected,Kubernetes,RBAC,Checks for RBAC bindings to system users or groups
k8s_rbac_minimize_csr_approval_access,Kubernetes,RBAC,Ensures minimal access to certificate signing requests
k8s_rbac_minimize_node_proxy_subresource_access,Kubernetes,RBAC,Restricts access to node proxy subresources
k8s_rbac_minimize_pod_creation_access,Kubernetes,RBAC,Limits who can create pods in the cluster
k8s_rbac_minimize_pv_creation_access,Kubernetes,RBAC,Restricts persistent volume creation permissions
k8s_rbac_minimize_secret_access,Kubernetes,RBAC,Limits access to secrets across the cluster
k8s_rbac_minimize_service_account_token_creation,Kubernetes,RBAC,Restricts service account token creation
k8s_rbac_minimize_webhook_config_access,Kubernetes,RBAC,Limits access to admission webhook configurations
k8s_rbac_limit_bind_permission,Kubernetes,RBAC,Restricts bind and escalate permissions
k8s_rbac_limit_impersonate_permission,Kubernetes,RBAC,Limits user impersonation capabilities
k8s_rbac_least_privilege_enforcement,Kubernetes,RBAC,Ensures least privilege principle in role assignments
k8s_rbac_periodic_access_review,Kubernetes,RBAC,Verifies periodic access reviews are conducted
k8s_rbac_mfa_enforcement,Kubernetes,RBAC,Ensures multi-factor authentication is enforced
k8s_rbac_prevent_hardcoded_passwords,Kubernetes,RBAC,Checks for hardcoded credentials in configurations
k8s_rbac_check_default_credentials,Kubernetes,RBAC,Detects use of default or weak credentials
k8s_rbac_access_control_audit,Kubernetes,RBAC,Ensures access control decisions are audited
k8s_rbac_cluster_role_binding_to_system_group,Kubernetes,RBAC,Detects cluster role bindings to system groups
k8s_rbac_service_account_token_auto_mount_enabled,Kubernetes,RBAC,Checks if service account tokens are auto-mounted
k8s_rbac_impersonation_privilege_granted,Kubernetes,RBAC,Detects excessive impersonation privileges
k8s_pod_privileged_enabled,Kubernetes,Pods,Checks if privileged mode is enabled in pod spec
k8s_pod_run_as_root,Kubernetes,Pods,Detects containers running as root user
k8s_pod_readonly_rootfs_not_set,Kubernetes,Pods,Checks if root filesystem is set to read-only
k8s_pod_capabilities_not_dropped,Kubernetes,Pods,Verifies that dangerous capabilities are dropped
k8s_pod_host_pid_ipc_enabled,Kubernetes,Pods,Detects host PID or IPC namespace sharing
k8s_pod_host_network_enabled,Kubernetes,Pods,Checks if pod uses host network namespace
k8s_pod_host_path_mount_detected,Kubernetes,Pods,Detects host path volume mounts
k8s_pod_allow_privilege_escalation_enabled,Kubernetes,Pods,Checks if privilege escalation is allowed
k8s_pod_net_raw_capability_enabled,Kubernetes,Pods,Detects NET_RAW capability usage
k8s_pod_secrets_in_env_vars,Kubernetes,Pods,Checks for secrets exposed as environment variables
k8s_pod_default_service_account_used,Kubernetes,Pods,Detects use of default service account
k8s_pod_service_account_token_mounted,Kubernetes,Pods,Checks if service account tokens are mounted
k8s_pod_security_context_missing,Kubernetes,Pods,Verifies security context is defined
k8s_pod_seccomp_profile_not_set,Kubernetes,Pods,Checks if seccomp profile is configured
k8s_pod_apparmor_profile_not_set,Kubernetes,Pods,Verifies AppArmor profile is applied
k8s_pod_automount_service_account_token_enabled,Kubernetes,Pods,Checks if service account tokens are auto-mounted
k8s_pod_share_process_namespace_enabled,Kubernetes,Pods,Detects process namespace sharing between containers
k8s_pod_termination_grace_period_too_long,Kubernetes,Pods,Checks if termination grace period is excessive
k8s_pod_restart_policy_always,Kubernetes,Pods,Detects always restart policy usage
k8s_pod_dns_policy_default,Kubernetes,Pods,Checks if default DNS policy is used
k8s_secret_exposed_in_env,Kubernetes,Secrets,Detects secrets exposed as environment variables
k8s_secret_not_encrypted,Kubernetes,Secrets,Checks if secrets are encrypted at rest
k8s_secret_mounted_as_volume_exposed,Kubernetes,Secrets,Detects secrets mounted as volumes
k8s_secret_generate_strong_keys,Kubernetes,Secrets,Verifies strong key generation practices
k8s_secret_secure_distribution,Kubernetes,Secrets,Checks secure secret distribution mechanisms
k8s_secret_secure_storage,Kubernetes,Secrets,Verifies secure secret storage practices
k8s_secret_key_rotation,Kubernetes,Secrets,Ensures regular key rotation is implemented
k8s_secret_key_retirement,Kubernetes,Secrets,Checks proper key retirement procedures
k8s_secret_encryption_method_validation,Kubernetes,Secrets,Validates encryption methods used for secrets
k8s_secret_immutable_not_set,Kubernetes,Secrets,Checks if secrets are marked as immutable
k8s_secret_ttl_not_set,Kubernetes,Secrets,Verifies time-to-live is set for secrets
k8s_secret_rotation_policy_missing,Kubernetes,Secrets,Checks for secret rotation policies
k8s_secret_backup_not_encrypted,Kubernetes,Secrets,Verifies secret backups are encrypted
k8s_secret_audit_logging_disabled,Kubernetes,Secrets,Checks if secret access is audited
k8s_apiserver_anonymous_auth_enabled,Kubernetes,API_Server,Detects if anonymous authentication is enabled
k8s_apiserver_insecure_bind_address_used,Kubernetes,API_Server,Checks for insecure bind addresses
k8s_apiserver_insecure_port_enabled,Kubernetes,API_Server,Detects if insecure port is enabled
k8s_apiserver_audit_log_maxage_set,Kubernetes,API_Server,Verifies audit log retention is configured
k8s_apiserver_audit_log_maxbackup_set,Kubernetes,API_Server,Checks audit log backup configuration
k8s_apiserver_audit_log_maxsize_set,Kubernetes,API_Server,Verifies audit log size limits
k8s_apiserver_audit_log_path_set,Kubernetes,API_Server,Checks if audit log path is configured
k8s_apiserver_auth_mode_include_rbac,Kubernetes,API_Server,Verifies RBAC is enabled in auth modes
k8s_apiserver_client_ca_file_set,Kubernetes,API_Server,Checks if client CA file is configured
k8s_apiserver_disable_profiling,Kubernetes,API_Server,Verifies profiling is disabled
k8s_apiserver_encryption_provider_config_set,Kubernetes,API_Server,Checks if encryption provider is configured
k8s_apiserver_etcd_tls_config,Kubernetes,API_Server,Verifies etcd TLS configuration
k8s_apiserver_strong_ciphers_only,Kubernetes,API_Server,Checks if only strong ciphers are used
k8s_apiserver_tls_config,Kubernetes,API_Server,Verifies TLS configuration is secure
k8s_apiserver_no_auto_tls,Kubernetes,API_Server,Checks if auto TLS is disabled
k8s_apiserver_audit_policy_file_set,Kubernetes,API_Server,Verifies audit policy file is configured
k8s_apiserver_insecure_tls_version_used,Kubernetes,API_Server,Detects use of insecure TLS versions
k8s_apiserver_etcd_unencrypted,Kubernetes,API_Server,Checks if etcd communication is encrypted
k8s_apiserver_audit_log_compression_disabled,Kubernetes,API_Server,Verifies audit log compression is enabled
k8s_apiserver_request_limits_not_set,Kubernetes,API_Server,Checks if API server request limits are set
k8s_kubelet_auth_disabled,Kubernetes,Kubelet,Detects if kubelet authentication is disabled
k8s_kubelet_readonly_port_enabled,Kubernetes,Kubelet,Checks if readonly port is enabled
k8s_kubelet_authorization_mode,Kubernetes,Kubelet,Verifies kubelet authorization mode
k8s_kubelet_client_ca_file_set,Kubernetes,Kubelet,Checks if client CA file is configured
k8s_kubelet_disable_anonymous_auth,Kubernetes,Kubelet,Verifies anonymous auth is disabled
k8s_kubelet_disable_read_only_port,Kubernetes,Kubelet,Checks if readonly port is disabled
k8s_kubelet_rotate_certificates,Kubernetes,Kubelet,Verifies certificate rotation is enabled
k8s_kubelet_tls_cert_and_key,Kubernetes,Kubelet,Checks if TLS cert and key are configured
k8s_kubelet_strong_ciphers_only,Kubernetes,Kubelet,Verifies only strong ciphers are used
k8s_kubelet_no_hostname_override,Kubernetes,Kubelet,Checks if hostname override is disabled
k8s_kubelet_set_pod_pid_limit,Kubernetes,Kubelet,Verifies pod PID limits are set
k8s_kubelet_seccomp_default_check,Kubernetes,Kubelet,Checks if seccomp default is configured
k8s_kubelet_protect_kernel_defaults_check,Kubernetes,Kubelet,Verifies kernel protection defaults
k8s_kubelet_eviction_hard_not_set,Kubernetes,Kubelet,Checks if eviction hard limits are configured
k8s_kubelet_image_gc_high_threshold_too_high,Kubernetes,Kubelet,Verifies image garbage collection thresholds
k8s_kubelet_container_log_max_size_too_large,Kubernetes,Kubelet,Checks container log size limits
k8s_kubelet_feature_gates_dangerous_enabled,Kubernetes,Kubelet,Detects dangerous feature gates enabled
k8s_network_policy_missing,Kubernetes,Network,Detects missing network policies
k8s_network_policy_deny_all_inbound,Kubernetes,Network,Verifies default deny all inbound traffic
k8s_network_policy_deny_all_outbound,Kubernetes,Network,Checks default deny all outbound traffic
k8s_network_policy_egress_allow_all,Kubernetes,Network,Detects overly permissive egress rules
k8s_network_policy_ingress_allow_all,Kubernetes,Network,Detects overly permissive ingress rules
k8s_network_policy_namespace_selector_missing,Kubernetes,Network,Checks for namespace selector in network policies
k8s_network_policy_pod_selector_missing,Kubernetes,Network,Verifies pod selector in network policies
k8s_network_policy_port_range_too_broad,Kubernetes,Network,Detects overly broad port ranges
k8s_network_policy_ip_block_too_broad,Kubernetes,Network,Checks for overly broad IP blocks
k8s_network_internet_access_restriction_check,Kubernetes,Network,Verifies internet access restrictions
k8s_network_access_control_check,Kubernetes,Network,Checks network access control implementation
k8s_ingress_allows_http_without_tls,Kubernetes,Ingress,Detects HTTP traffic without TLS
k8s_ingress_ssl_redirect_disabled,Kubernetes,Ingress,Checks if SSL redirect is disabled
k8s_ingress_hsts_headers_missing,Kubernetes,Ingress,Verifies HSTS headers are present
k8s_ingress_rate_limiting_disabled,Kubernetes,Ingress,Checks if rate limiting is disabled
k8s_ingress_cors_policy_too_permissive,Kubernetes,Ingress,Detects overly permissive CORS policies
k8s_ingress_backend_protocol_http,Kubernetes,Ingress,Checks for HTTP backend protocols
k8s_ingress_wildcard_host_configured,Kubernetes,Ingress,Detects wildcard host configurations
k8s_ingress_public_ip_exposed,Kubernetes,Ingress,Checks for public IP exposure
k8s_storage_secure_deletion,Kubernetes,Storage,Verifies secure deletion of storage
k8s_storage_pv_reclaim_policy_delete,Kubernetes,Storage,Checks persistent volume reclaim policy
k8s_storage_pv_access_mode_read_write_many,Kubernetes,Storage,Detects ReadWriteMany access mode usage
k8s_storage_pvc_volume_mode_filesystem,Kubernetes,Storage,Verifies volume mode configuration
k8s_storage_storage_class_allow_volume_expansion,Kubernetes,Storage,Checks storage class volume expansion settings
k8s_storage_pv_node_affinity_missing,Kubernetes,Storage,Verifies node affinity for persistent volumes
k8s_etcd_client_cert_auth,Kubernetes,ETCD,Verifies client certificate authentication
k8s_etcd_no_auto_tls,Kubernetes,ETCD,Checks if auto TLS is disabled
k8s_etcd_no_peer_auto_tls,Kubernetes,ETCD,Verifies peer auto TLS is disabled
k8s_etcd_peer_client_cert_auth,Kubernetes,ETCD,Checks peer client certificate authentication
k8s_etcd_peer_tls_config,Kubernetes,ETCD,Verifies peer TLS configuration
k8s_etcd_tls_encryption,Kubernetes,ETCD,Checks if etcd traffic is encrypted
k8s_etcd_unique_ca,Kubernetes,ETCD,Verifies unique CA for etcd
k8s_etcd_data_directory_permissions_check,Kubernetes,ETCD,Checks etcd data directory permissions
k8s_etcd_data_directory_ownership_check,Kubernetes,ETCD,Verifies etcd data directory ownership
k8s_controllermanager_bind_address,Kubernetes,Controller_Manager,Checks controller manager bind address
k8s_controllermanager_disable_profiling,Kubernetes,Controller_Manager,Verifies profiling is disabled
k8s_controllermanager_root_ca_file_set,Kubernetes,Controller_Manager,Checks if root CA file is set
k8s_controllermanager_rotate_kubelet_server_cert,Kubernetes,Controller_Manager,Verifies kubelet server cert rotation
k8s_controllermanager_service_account_credentials,Kubernetes,Controller_Manager,Checks service account credentials
k8s_controllermanager_terminated_pod_gc_threshold_set,Kubernetes,Controller_Manager,Verifies terminated pod GC threshold
k8s_scheduler_bind_address,Kubernetes,Scheduler,Checks scheduler bind address
k8s_scheduler_profiling,Kubernetes,Scheduler,Verifies profiling configuration
k8s_scheduler_bind_address_localhost_check,Kubernetes,Scheduler,Checks if scheduler binds to localhost
k8s_proxy_kubeconfig_file_permissions,Kubernetes,Kube_Proxy,Checks kube-proxy kubeconfig file permissions
k8s_proxy_kubeconfig_file_ownership,Kubernetes,Kube_Proxy,Verifies kube-proxy kubeconfig file ownership
k8s_proxy_metrics_bind_to_localhost,Kubernetes,Kube_Proxy,Checks if metrics bind to localhost
k8s_audit_log_disabled,Kubernetes,Audit_Logging,Detects if audit logging is disabled
k8s_audit_policy_missing,Kubernetes,Audit_Logging,Checks if audit policy is missing
k8s_audit_log_maxage_set,Kubernetes,Audit_Logging,Verifies audit log retention is set
k8s_audit_log_maxbackup_set,Kubernetes,Audit_Logging,Checks audit log backup configuration
k8s_audit_log_maxsize_set,Kubernetes,Audit_Logging,Verifies audit log size limits
k8s_audit_log_path_set,Kubernetes,Audit_Logging,Checks if audit log path is configured
k8s_audit_policy_file_set,Kubernetes,Audit_Logging,Verifies audit policy file is set
k8s_audit_log_compression_disabled,Kubernetes,Audit_Logging,Checks if audit log compression is disabled
k8s_audit_log_retention_policy_missing,Kubernetes,Audit_Logging,Verifies audit log retention policy
k8s_admission_always_pull_images_plugin,Kubernetes,Admission_Controllers,Checks if AlwaysPullImages plugin is enabled
k8s_admission_namespace_lifecycle_plugin,Kubernetes,Admission_Controllers,Verifies NamespaceLifecycle plugin is enabled
k8s_admission_node_restriction_plugin,Kubernetes,Admission_Controllers,Checks if NodeRestriction plugin is enabled
k8s_admission_security_context_deny_plugin,Kubernetes,Admission_Controllers,Verifies SecurityContextDeny plugin is enabled
k8s_admission_service_account_plugin,Kubernetes,Admission_Controllers,Checks if ServiceAccount plugin is enabled
k8s_admission_deny_escalating_exec_admission_control,Kubernetes,Admission_Controllers,Verifies DenyEscalatingExec admission control
k8s_admission_pod_security_policy_check,Kubernetes,Admission_Controllers,Checks PodSecurityPolicy admission control
k8s_admission_image_policy_webhook_config,Kubernetes,Admission_Controllers,Verifies image policy webhook configuration
k8s_admission_webhook_timeout_too_high,Kubernetes,Admission_Controllers,Checks admission webhook timeout settings
k8s_service_account_key_file_set,Kubernetes,Service_Accounts,Checks if service account key file is set
k8s_service_account_lookup_true,Kubernetes,Service_Accounts,Verifies service account lookup is enabled
k8s_service_account_extend_token_expiration_check,Kubernetes,Service_Accounts,Checks service account token expiration
k8s_service_account_password_policy_enforcement,Kubernetes,Service_Accounts,Verifies password policy enforcement
k8s_service_account_default_usage_check,Kubernetes,Service_Accounts,Checks default service account usage
k8s_service_account_token_mount_minimize,Kubernetes,Service_Accounts,Verifies minimal service account token mounting
k8s_namespace_isolation_check,Kubernetes,Namespaces,Verifies namespace isolation
k8s_namespace_default_usage_check,Kubernetes,Namespaces,Checks default namespace usage
k8s_namespace_resource_isolation_check,Kubernetes,Namespaces,Verifies resource isolation between namespaces
k8s_namespace_network_policy_enforcement_check,Kubernetes,Namespaces,Checks network policy enforcement
k8s_namespace_creation_and_usage_check,Kubernetes,Namespaces,Verifies namespace creation and usage controls
k8s_namespace_boundaries_enforcement_check,Kubernetes,Namespaces,Checks namespace boundary enforcement
k8s_external_secret_storage_check,Kubernetes,External_Secrets,Checks external secret storage configuration
k8s_external_secret_storage_authentication_check,Kubernetes,External_Secrets,Verifies external secret storage authentication
k8s_external_secret_storage_audit_check,Kubernetes,External_Secrets,Checks external secret storage auditing
k8s_external_secret_storage_encryption_check,Kubernetes,External_Secrets,Verifies external secret storage encryption
k8s_external_secret_storage_rotation_check,Kubernetes,External_Secrets,Checks external secret storage rotation
k8s_file_permissions_check,Kubernetes,File_Permissions,Checks file permissions on Kubernetes config files
k8s_file_ownership_check,Kubernetes,File_Permissions,Verifies file ownership of Kubernetes config files
k8s_config_file_permissions_check,Kubernetes,File_Permissions,Checks configuration file permissions
k8s_config_file_ownership_check,Kubernetes,File_Permissions,Verifies configuration file ownership
k8s_general_config_file_ownership_check,Kubernetes,File_Permissions,Checks general config file ownership
k8s_container_image_latest_tag_used,Kubernetes,Runtime,Detects use of latest image tags
k8s_container_uses_unscanned_image,Kubernetes,Runtime,Checks for unscanned container images
k8s_container_image_pull_policy_always,Kubernetes,Runtime,Detects Always image pull policy
k8s_container_resource_limits_not_set,Kubernetes,Runtime,Checks if resource limits are not set
k8s_container_resource_requests_not_set,Kubernetes,Runtime,Verifies resource requests are set
k8s_container_liveness_probe_missing,Kubernetes,Runtime,Checks if liveness probe is missing
k8s_container_readiness_probe_missing,Kubernetes,Runtime,Verifies readiness probe is present
k8s_container_image_signed_verification,Kubernetes,Runtime,Checks if container images are signed
k8s_container_image_vulnerability_scan,Kubernetes,Runtime,Verifies vulnerability scanning of images
k8s_monitoring_metrics_server_insecure,Kubernetes,Monitoring,Checks if metrics server is insecure
k8s_monitoring_prometheus_retention_too_long,Kubernetes,Monitoring,Verifies Prometheus retention settings
k8s_monitoring_grafana_admin_password_default,Kubernetes,Monitoring,Checks for default Grafana admin password
k8s_monitoring_alertmanager_config_missing,Kubernetes,Monitoring,Verifies AlertManager configuration
k8s_monitoring_service_monitor_rbac_missing,Kubernetes,Monitoring,Checks ServiceMonitor RBAC permissions
k8s_apiserver_manifest_file_permissions,Kubernetes,Incremental,Checks that API server pod specification file has permissions of 600 or more restrictive
k8s_apiserver_manifest_file_ownership,Kubernetes,Incremental,Verifies API server pod specification file ownership is set to root:root
k8s_controller_manager_manifest_file_permissions,Kubernetes,Incremental,Checks that controller manager pod specification file has permissions of 600 or more restrictive
k8s_controller_manager_manifest_file_ownership,Kubernetes,Incremental,Verifies controller manager pod specification file ownership is set to root:root
k8s_scheduler_manifest_file_permissions,Kubernetes,Incremental,Checks that scheduler pod specification file has permissions of 600 or more restrictive
k8s_scheduler_manifest_file_ownership,Kubernetes,Incremental,Verifies scheduler pod specification file ownership is set to root:root
k8s_etcd_manifest_file_permissions,Kubernetes,Incremental,Checks that etcd pod specification file has permissions of 600 or more restrictive
k8s_etcd_manifest_file_ownership,Kubernetes,Incremental,Verifies etcd pod specification file ownership is set to root:root
k8s_cni_file_permissions,Kubernetes,Incremental,Checks that Container Network Interface files have permissions of 600 or more restrictive
k8s_cni_file_ownership,Kubernetes,Incremental,Verifies Container Network Interface files ownership is set to root:root
k8s_etcd_data_directory_permissions,Kubernetes,Incremental,Checks that etcd data directory has permissions of 700 or more restrictive
k8s_etcd_data_directory_ownership,Kubernetes,Incremental,Verifies etcd data directory ownership is set to etcd:etcd
k8s_admin_conf_file_permissions,Kubernetes,Incremental,Checks that admin.conf and super-admin.conf files have permissions of 600
k8s_admin_conf_file_ownership,Kubernetes,Incremental,Verifies admin.conf and super-admin.conf files ownership is set to root:root
k8s_scheduler_conf_file_permissions,Kubernetes,Incremental,Checks that scheduler.conf file has permissions of 600 or more restrictive
k8s_scheduler_conf_file_ownership,Kubernetes,Incremental,Verifies scheduler.conf file ownership is set to root:root
k8s_controller_manager_conf_file_permissions,Kubernetes,Incremental,Checks that controller-manager.conf file has permissions of 600 or more restrictive
k8s_controller_manager_conf_file_ownership,Kubernetes,Incremental,Verifies controller-manager.conf file ownership is set to root:root
k8s_pki_directory_ownership,Kubernetes,Incremental,Verifies Kubernetes PKI directory and file ownership is set to root:root
k8s_pki_certificate_file_permissions,Kubernetes,Incremental,Checks that Kubernetes PKI certificate files have permissions of 600 or more restrictive
k8s_pki_key_file_permissions,Kubernetes,Incremental,Checks that Kubernetes PKI key files have permissions of 600
